Index,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
1490,완주에코오토캠핑장,야영장,35.98060136,127.3035286,전라북도 완주군 동상면 대아수목로 144-1,전라북도 완주군 동상면 대아리 279,000-0000-0000,20,3086,,110,25,상하수도시설+전기시설+주차장+화장실+샤워장+소매점+카라반 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1491,청산관광농원 캠핑장,야영장,36.013019,127.253692,전라북도 완주군 경천면 오복대석길 102-13,전라북도 완주군 경천면 경천리 397-8,063-262-3333,21,6111,,80,40,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1492,다람쥐쉼터야영장,야영장,36.02934039,127.3484106,전라북도 완주군 운주면 금고당로 1014,전라북도 완주군 운주면 고당리 491,000-0000-0000,15,3885,,60,40,상하수도시설+전기시설+화장실+샤워장+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1493,힐링캠핑장,야영장,35.95978884,127.306841,전라북도 완주군 동상면 동상주천로 160-27,전라북도 완주군 동상면 신월리 223,000-0000-0000,30,4969,,120,40,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1494,예원캠핑장,야영장,35.92687576,127.2577151,전라북도 완주군 동상면 송광수만로 1079-126,전라북도 완주군 동상면 수만리 741,063-243-1011,17,4032,,80,40,상하수도시설+전기시설+화장실+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1495,선야봉캠핑장,야영장,36.05253143,127.3431412,전라북도 완주군 운주면 금고당로 727,전라북도 완주군 운주면 고당리 230,000-0000-0000,20,4720,,80,50,상하수도시설+전기시설+화장실+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1496,완주소양캠핑장,야영장,35.86309806,127.2700595,전라북도 완주군 소양면 해월신왕길 144-19,전라북도 완주군 소양면 해월리 898,063-241-6155,52,11800,,300,30,상하수도시설+전기시설+화장실+샤워실+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1497,호연재,야영장,35.89351683,127.241365,전라북도 완주군 소양면 송광수만로 373-16,전라북도 완주군 소양면 대흥리 480,000-0000-0000,23,4856,,120,30,상하수도시설+전기시설+화장실+샤워실+취사시설+소매점+글램핑 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1498,로뎀하우스,야영장,36.02548741,127.3506613,전라북도 완주군 운주면 금고당로 1070-14,전라북도 완주군 운주면 고당리 524,000-0000-0000,36,4588,,150,36,상하수도시설+전기시설+화장실+샤워실+취사시설+소매점 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1499,비채야영장,야영장,35.925627,127.306478,전라북도 완주군 동상면 동상로 1260-13,전라북도 완주군 동상면 사봉리 921,063-229-0011,15,4980,,60,19,상하수도시설+전기시설+화장실+샤워실+취사시설+소매점 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1500,파스텔 야영장,야영장,37.89672392,127.5258687,경기도 가평군 북면 꽃넘이길 55,경기도 가평군 북면 제령리 534-3,000-0000-0000,13,3702,,52,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광과,2019-09-08,4160000,경기도 가평군
1501,메타파크,야영장,35.37077547,127.0215418,전라남도 담양군 금성면 금성산성길 260,전라남도 담양군 금성면 대성리 40-2,061-382-7222,23,9995,441,150,12,휴게실,대피소,개수대/샤워실,24,"30,000/150,000",061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1502,담양대나무골캠핑장,야영장,35.3373372,126.948174,전라남도 담양군 월산면 가산길 364,전라남도 담양군 월산면 화방리 624-6,061-381-8502,21,1765,274,100,20,휴게실,대피소,개수대/샤워실,24,30000,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1503,누룽지야영장,야영장,35.4267273,126.9991058,전라남도 담양군 용면 추월산로 1316,전라남도 담양군 용면 용치리 95-6,061-381-7510,8,1721,134,50,20,매점,대피소,개수대/샤워실,24,30000,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1504,디노담양힐링파크,야영장,35.2714403,126.9609433,전라남도 담양군 봉산면 탄금길 9-26,전라남도 담양군 봉산면 기곡리 836-2,061-383-5155,20,3636,754,60,20,휴게실,대피소,개수대/샤워실/취사시설,24,"30,000/100,000",061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1505,대숲글램핑장,야영장,35.19093437,126.9943212,전라남도 담양군 가사문학면 가사문학로782,전라남도 담양군 가사문학면 학선리 106-1,061-380-3151,20,4093,0,60,28,휴게실,대피소,샤워실/취사시설,24,"30,000/150,000",061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1506,라온야영장,야영장,35.37609876,126.9958225,전라남도 담양군 용면 금성산성길 548,전라남도 담양군 용면 도림리 176-7,000-0000-0000,15,4926,222,60,5,휴게실,대피소,개수대/샤워실,24,150000,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1507,핫캠핑장,야영장,35.43619145,127.0310172,전라남도 담양군 용면 용소길 131,전라남도 담양군 용면 용연리 800-3,000-0000-0000,18,1310,55,50,26,매점,대피소,개수대/샤워실,24,100000/150000,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1508,금성산성오토캠핑장,야영장,35.36592665,127.0354446,전라남도 담양군 금성면 새덕굴길135-88,전라남도 담양군 금성면 금성리 960,061-383-7272,63,32000,468,300,60,휴게실,대피소,개수대/샤워실/취사시설,24,"30,000/100,000",061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1509,가족소풍,야영장,35.4256748,127.0345061,전라남도 담양군 용면 용소길6,전라남도 담양군 용면 용연리 742-4,061-383-4811,9,1587,193,30,4,휴게실,대피소,개수대/샤워실,24,"30,000/150,000",061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1510,선인장,야영장,35.34887897,126.9223314,전라남도 담양군 월산면 담장로 548,전라남도 담양군 월산면 중월리 442,000-0000-0000,6,1621,52,18,10,휴게실,대피소,개수대/샤워실,24,150000/200000,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1511,장태산자연휴양림 캠핑장,자동차야영장,36.21596913,127.3412778,"대전광역시 서구 장안로 461 (장안동, 장태산휴양림관리사무소)",대전광역시 서구 장안동 259,042-270-2001,20,4237,138.62,100,27,"상.하수도시설, 전기시설, 화장실, 취사시설,샤워실","소화기, 확성기 등 방송장비, 안내판, 대피공간, 관리요원",체육시설,당일 14시 ~ 다음날 13시,"A~C구역 성수기25,000원 비수기20,000원",042-270-7883,장태산자연휴양림사무소,2020-02-26,3660000,대전광역시 서구
1512,청암관광농원,야영장,37.2674497,127.5162615,경기도 이천시 부발읍 황무로1720번길 74,,031-632-5082,10,2658,328.63,40,60,짚라인,소화기+관리요원,족구장+찜질방+카페+글램핑(10동) 등,지정일 14:00~익일 12:00,비수기 주중 112000만원+주말 144000만원+성수기 주중 126000만원+주말 162000만원,031-645-3084,경기도 이천시 홍보관광담당관실,2020-02-12,4070000,경기도 이천시
1513,테르메덴,야영장,37.19418626,127.4459715,경기도 이천시 모가면 사실로 984 (테르메덴),,031-645-2000,31,9613,0,60,20,물놀이장,소화기+관리요원,온천+카페+카라반(15대) 등,지정일 14:00~익일 12:00,주중 80000원+주말 16만원,031-645-3084,경기도 이천시 홍보관광담당관실,2020-02-12,4070000,경기도 이천시
1514,인디어라운드,야영장,37.25242412,127.4397138,경기도 이천시 이섭대천로941번길 49-44 (율현동),,031-633-0700,67,6000,851.25,308,100,물놀이장,소화기+관리요원,카페+글램핑(10동) 등,지정일 14:00~익일 12:00,비수기 주중 3만원+주말 5만원+성수기 주중 3만원+주말 6만원+글램핑 비수기 주중 11만원+주말 16만원+글램핑 성수기 주중 11만원+주말 18만원,031-645-3084,경기도 이천시 홍보관광담당관실,2020-02-12,4070000,경기도 이천시
1515,이천농업테마공원 국민여가캠핑장,야영장,37.17960623,127.4453047,경기도 이천시 모가면 공원로 48,,031-644-4132,16,150460,3329,88,184,물놀이장,소화기+관리요원,펜션+글램핑 6동 등,-,-,031-645-3084,경기도 이천시 홍보관광담당관실,2020-02-12,4070000,경기도 이천시
1516,작천정별빛야영장,자동차야영장,35.551646,129.095479,,울산광역시 울주군 상북면 등억알프스리 18-2,052-254-7720,65,44480,,258,70,전기시설+화장실+취사시설+샤워실,소화기+방송장비+안전게시물,잔디광장(피크닉장)+다목적광장,야영데크:14:00~13:00,오토캠핑장:1 ~ 2.5만원,052-204-1755,울산광역시 울주군청,2019-09-05,3730000,울산광역시 울주군
1517,등억알프스야영장,자동차야영장,35.59191,129.096237,,울산광역시 울주군 상북면 등억알프스리 311,052-254-0301,48,41248,929.52,400,172,전기시설+화장실+취사시설+샤워실,소화기+소화전+확성기,카라반+물놀이시설+어린이 놀이시설,"야영데크:14:00~13:00, 카라반: 14:00~11:00",오토캠핑장:3만원+카라반:12~15만원,052-204-1755,울산광역시 울주군청,2019-09-05,3730000,울산광역시 울주군
1518,마글램핑장,야영장,35.15474323,128.8819742,부산광역시 강서구 가락대로 929,부산광역시 강서구 범방동 1833,051-743-3510,20,7446,108,120,102,"휴게실, 샤워실",-,관리사무소,당일 15시~익일 오전12시,비수기 평일:  130000원+주말 : 170000원+성수기 평일 : 160000원+ 주말: 200000원,051-901-7124,렛츠런파크부산경남,2019-05-01,3360000,부산광역시 강서구
1519,대저생태공원캠핑장,야영장,35.20984733,128.9845542,부산광역시 강서구 공항로 1246(대저1동),부산광역시 강서구 대저1동 2314-11,051-941-0957,36,7730,0,180,167,"매점, 파고라, 화장실, 샤워실",-,관리사무소,당일 14시~익일 12시,"15,000원(성수기, 비수기 동일)",051-310-6034,부산광역시 낙동강관리본부,2019-05-01,3360000,부산광역시 강서구
1520,대저생태공원캠핑장,자동차야영장,35.20984733,128.9845542,부산광역시 강서구 공항로 1246(대저1동),부산광역시 강서구 대저1동 2314-11,051-941-0957,75,43120,0,375,167,"매점, 파고라, 화장실, 샤워실",-,관리사무소,당일 14시~익일 12시,"15,000원(성수기, 비수기 동일)",051-310-6034,부산광역시 낙동강관리본부,2019-05-01,3360000,부산광역시 강서구
1521,영농조합법인 김포관광농원,야영장,37.74722458,126.5585006,경기도 김포시 월곶면 용강로 325,경기도 김포시 월곶면 용강리 315-156번지,031-986-7608,69,29900,934,280,70,샤워실30,"소화기 ,구급약품","수영장, 체육관, 매점, 체험농장, 동물농장",1박(오후입영),50000~180000,031-980-2482,경기도 김포시청,2019-09-17,4090000,경기도 김포시
1522,피아골오토캠핑장,자동차야영장,35.22748858,127.5896479,전라남도 구례군 토지면 원기양지길 26,전라남도 구례군 토지면 내서리 101,000-000-0000,40,16423,160,200,2,"샤워장, 음수대, 족구장",소화기,,연중무휴,"20,000~100,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1523,지리산오토캠핑장,자동차야영장,35.3310377,127.4514148,전라남도 구례군 산동면 수락폭포로 170-5,전라남도 구례군 산동면 내산리 463-2,000-000-0000,20,10989,801.61,80,20,"샤워장, 음수대, 족구장",소화기,,연중무휴,"25,000~80,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1524,지리산반내골오토캠핑장,자동차야영장,35.14600392,127.502478,전라남도 구례군 문척면 중산로 555,전라남도 구례군 문척면 중산리 276,000-000-0000,30,2229,188.1,120,10,"샤워장, 음수대",소화기,,연중무휴,"30,000~220,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1525,계곡캠핑펜션,야영장,35.11172144,127.5446908,전라남도 구례군 간전면 용지동길 250-1,전라남도 구례군 간전면 금산리 63-5,000-000-0000,3,630,125.1,12,2,"샤워장, 음수대, 족구장",소화기,,하절기,"30,000~50,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1526,참새미골계곡쉼터캠핑장,야영장,35.264143,127.464335,,전라남도 구례군 광의면 방광리 554,000-000-0000,9,8493,110.06,36,20,"샤워장, 음수대",소화기,,하절기,"50,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1527,한화지리산카라반캠핑장,야영장,35.250226,127.493896,,전라남도 구례군 마산면 황전리 22-3,000-000-0000,16,,,64,30,상하수도시설,소화기,,연중무휴,"130,000~190,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1528,숲속캠핑장,자동차야영장,35.30453804,127.4494125,전라남도 구례군 산동면 탑동1길 111,전라남도 구례군 산동면 탑정리 533,061-780-8014,10,3775,50.54,40,15,"샤워장, 음수대",소화기,안내소,연중무휴,,061-780-8014,구례군청,2019-06-26,4870000,전라남도 구례군
1529,돌풀마루,야영장,35.3285381,127.4777688,전라남도 구례군 산동면 산수유꽃길로 117,전라남도 구례군 산동면 위안리 762,070-7778-4669,3,425,140.4,12,15,"샤워장, 음수대, 족구장, 세미나실",소화기,편의점,연중무휴,"110,000~180,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
1530,섬지캠핑장,야영장,35.2036854,127.5895058,전라남도 구례군 토지면 하리길 5,전라남도 구례군 토지면 외곡리 963,000-000-0000,20,1468,148,80,,"샤워장, 음수대",소화기,,연중무휴,"25,000~35,000",061-780-2543,구례군청,2019-06-26,4870000,전라남도 구례군
